scene,file,psnr,ssim,lpips,score,gt_sharpness,gt_brightness,width,height
HCM0181,DJI_20241229104002_0245_V.JPG,20.656360856091386,0.6616960437090057,0.23927080631256104,0.6267386557242256,3103.4806215320227,115.5274611637099,1320,989
HCM0181,DJI_20241229104006_0249_V.JPG,21.250353030031476,0.692307353034029,0.2232564240694046,0.6458917544626358,3138.5996899151432,111.52716548702394,1320,989
HCM0181,DJI_20241229104008_0251_V.JPG,20.302037536067772,0.6900086845500804,0.22882024943828583,0.6372867308061164,2670.0898354384817,115.58902089652848,1320,989
HCM0181,DJI_20241229104009_0252_V.JPG,20.756006058634817,0.7005938171525045,0.24611800909042358,0.6362669778613907,3324.068988126417,113.8186544412783,1320,989
HCM0181,DJI_20241229104013_0256_V.JPG,21.330711615048465,0.6797734224213734,0.2511007785797119,0.631475984984818,4148.723383714844,123.51706192358367,1320,989
HCM0181,DJI_20241229104025_0260_V.JPG,20.96932122314143,0.6688794201089997,0.24344736337661743,0.6291008080209016,3297.2818498221113,114.79539479731594,1320,989
HCM0181,DJI_20241229104026_0261_V.JPG,20.49340910674644,0.6447291318834684,0.22699028253555298,0.625583081191298,2807.868516634939,112.55312222324356,1320,989
HCM0181,DJI_20241229104028_0263_V.JPG,21.080220023865394,0.653175311581439,0.23704850673675537,0.627614510922922,3095.9579073448785,111.06763259490762,1320,989
HCM0181,DJI_20241229104030_0265_V.JPG,20.84950711809746,0.6816864420173872,0.24376952648162842,0.6320951647211496,3916.547298975211,109.44980390354506,1320,989
HCM0181,DJI_20241229104033_0268_V.JPG,20.820108795660836,0.69601253226155,0.252200186252594,0.6328443379513925,4342.287518318835,116.57774228636211,1320,989
HCM0181,DJI_20241229104046_0275_V.JPG,20.758621851446616,0.6845837425890021,0.2286835014820099,0.6384534532925764,3427.619149274384,125.02504289609952,1320,989
HCM0181,DJI_20241229104049_0278_V.JPG,20.958922737967676,0.6652108261260942,0.24580535292625427,0.6269946430951326,3246.1183426748,114.44827802800502,1320,989
HCM0181,DJI_20241229104054_0283_V.JPG,20.53315222255,0.6649152338432956,0.2414376139640808,0.6260984379026564,3934.9461870762566,109.4017311640163,1320,989
HCM0181,DJI_20241229104107_0290_V.JPG,19.769632432420426,0.6457000368370742,0.23921744525432587,0.6166408275439146,3560.2774882839967,112.35623525446579,1320,989
HCM0181,DJI_20241229104159_0332_V.JPG,19.84012969704218,0.598254602172989,0.24010731279850006,0.6024742337147497,3402.8850756511342,129.516294389803,1320,989
HCM0181,DJI_20241229104214_0339_V.JPG,20.378221445098003,0.6137948043655331,0.24163088202476501,0.609755417170342,2510.3299968671577,112.47401338971106,1320,989
HCM0181,DJI_20241229104215_0340_V.JPG,20.649225653414057,0.5689442655229126,0.2533886730670929,0.5932231643505209,3209.363652448025,112.32391227747648,1320,989
HCM0181,DJI_20241229104217_0342_V.JPG,19.64580927093012,0.5613642135282246,0.253719300031662,0.5847963996713833,2741.53168162567,109.64129515580476,1320,989
HCM0181,DJI_20241229104240_0359_V.JPG,20.413419881336033,0.5808075126039132,0.254988431930542,0.5947274002969734,2535.7177834888066,110.54508380059441,1320,989
HCM0181,DJI_20241229104241_0360_V.JPG,19.064923350522232,0.5472472933825946,0.2721891701221466,0.5696880600690531,2907.9010034216717,109.37205778717407,1320,989
HCM0181,DJI_20241229104247_0366_V.JPG,19.859065383221473,0.5955538969658868,0.2471107542514801,0.5989762596885029,3127.0345406476104,134.42739222354996,1320,989
HCM0181,DJI_20241229104248_0367_V.JPG,20.277320237811157,0.609712794140587,0.25180599093437195,0.6038553632952943,3937.1741871576132,127.99003125287251,1320,989
